555;"Стоматология ""Дивитус""";Минск;ул. Притыцкого, 89;+375 17 254-67-08;;;
559;"Стоматология ""ЛИЛИТА""";Минск;ул. Чайлытко, 22;+375 29 666 02 36|+375 29 645 45 94;;salon-lilta@mail.ru;
560;"Стоматология ""Тридент""";Минск;пл. Свободы, 17-502;+375 17 226-66-66|+375 29 651-55-56;;;
561;"Стоматология  ""Элегия""";Минск;ул. Р.Люксембург, 143;+375 44 565-06-80|+375 17 205-06-80;http://elegiadent.by/;;
562;"Стоматология ""ЭленСмайл""";Минск;ул. Лобанка, 81;+375 33 687-07-17|+375  29  647-07-17|+375  17 392-70-17;;elena.kvashenko@gmail.com;
565;"Стоматология ""Мэджик Дент""";Минск;ул. Сухаревская, 33;+375 17 209-35-13|+375 29 192-02-98|+375 33 378-02-98;;;
566;"Стоматология ""32 зуба""";Минск;ул. Могилевская, 16;+375 17 223-53-32;;;
567;"Стоматология ""БЭЛЛСОРРИЗО""";Минск;ул. К.Маркса, 19;+375 17 327-38-06;;;
571;13-я городская стоматологическая поликлиника;Минск;ул. Правды, 58/2;"""Регистратура стоматологических отделений"" +375 17 272-25-90, +375 17 272-23-87|""Регистратура ортопедического отделения"" +375 17 207-93-39|""Горячая линия"" +375 44 780-77-57|""Телефон доверия""";http://13gsp.by/;lpu13gsp@mail.belpak.by;
573;5-я городская стоматологическая поликлиника;Минск; ул.Воронянского, 50/2;"""Регистратура бюджетного отделения""  +375 17  392-37-51,  +375 17  212-08-22|""Регистратура платного отделения"" +375 17  225-85-21, +375 29 173-25-74|""Приемная тел./факс"" +375 17 228-13-31";;5stompolik@tut.by;
574;5-я городская стоматологическая поликлиника;Минск;ул. Казинца, 120;+375 (17) 212-01-57;;;
575;"Стоматология ""СУПЕРДЕНТЛЮКС""";Минск;пр. Независимости, 11/2-314;+375 17 209-93-84|+375 29 359-95-21;;;
577;"Стоматология ""Гирано""";Минск;ул. Водолажского, 3;+375 17 266-73-23;;;
578;"Медицинский центр ""Исцеление""";Минск;ул. Казинца, 120;+375 17 212-14-26|+375 17 398-50-14|+375 29 635-65-75;http://netzavisimosti.by;netzavisimosti.by@gmail.com;
579;"Стоматология ЧМУП ""Кепец""";Минск;ул. Обойная, 12;+375 17 203-93-46;;;
581;"Стоматология ""Витекостом""";Минск;пр. Пушкина, 8;+375 17 251-14-22;;;
584;ЭстетЛАБ;Минск;ул. Притыцкого, 87;+375 29 339-49-60|+375 29 616-79-17|+375 29 261-15-64;;;
587;"Стоматология ""ТИАКОМ ПРОФИ""";Минск;ул. Острошицкая, 7-26;+375 29 186-59-26|+375 17 286-59-26;;tiakom@mail.ru;
588;"Стоматология ""Харизма-дент""";Минск;ул. Скрипникова, 33;+375 17 314-79-79;;;
590;2-я городская стоматологическая поликлиника;Минск;ул. Казарменный пер., 3;"""Телефон справки"" +375 17 327-55-70|""Телефон регистратуры"" +375 17 327-51-82, +375 17 328-66-50";;2276556@um.by;
591;3 городская стоматологическая поликлиника;Минск;ул. Киселева, 5;"""Стоматологическое отделение"" +375 17 290-64-97|""Ортопедическое отделение"" +375 17 290-60-21";;3gsp@list.ru;
593;"Стоматология ""Марченко""";Минск;ул. Шугаева, 19/3;+375 17 260-17-66;;;
594;"Стоматология ""Андрина-дент""";Минск;ул. Освобождения, 13;+375 17 203-11-13;;;
596;"Стоматология ""Развецкий И.В.""";Минск;ул. Лобанка, 58;+375 17 369-42-16|+375 29 397-77-19;;;
598;Гомельское областное клиническое патологоанатомическое бюро;Гомель;ул. Ильича д. 290;"+375 232 37-71-79|""Факс"" +375 232 37-71-79";http://gpbgomel.by/;gomelpat@tut.by;
605;Гомельский областной эндокринологический диспансер;Гомель;ул. Жарковского, 20;+375 232 71-00-05|+375 232  71-00-08;http://goed.by/;goed@mail.gomel.by;
606;Гомельский областной диспансер спортивной медицины;Гомель;ул. Волотовская, 1а;"""Регистратура"" +375 232 33-91-14|""Факс"" +375 232 33-91-12";http://godsm.by/;dsm@mail.gomel.by;
608;"Стоматология ""Новодент""";Гомель;ул. П. Бровки, 15;+375 29 730-50-30;;;
615;"Стоматология ЧМУП ""Солдент""";Минск;пр. Независимости, 68-комн.104В, 106;+375 17 284-06-15|+375 29 556-44-25|+375 29 609-59-07;;soldent@tut.by;
616;"Частное производственное унитарное предприятие ""ПОЛИДЕНТАЛЬ""";Минск;ул. П.Бровки, 12/2-106, 34;+375 29 654-14-73;;;
620;"Стоматология ""Ваш дантист""";Минск;ул. Пономаренко, 43;"+375 17 230-39-90|""При острой боли"" +375 29 630-39-90";;;
621;"Стоматология ЧСУП ""Федоров""";Минск;ул. Руссиянова, 11 (Дом быта);+375 17 285-92-42;;;
624;"Стоматология MagicArt ООО ""ДИЕСКОМ""";Минск;ул.Неманская, 4;"+375 17 390-40-48|+375 29 391-40-48|""Факс"" +375 17 287-34-82";;6079004@tut.by;
629;"Стоматология ""ФТ-дент""";Минск;ул. Притыцкого, 87 (вход со двора);+375 17 314-05-20|+375 29 344-48-33|+375 29 689-51-30;;;
630;Стоматология «ЕвроШелест»;Минск;ул.Неманская, 78;+375 17 313-54-37|+375 29 779-77-14|+375 29 639-57-60;;;
634;"Стоматология  ""БаКаВо""";Минск;пр. Пушкина, 39 (вход со двора);+375 17 252-69-92|+375 29 118-54-46;;;
635;"Косметический салон ""Эншантэ""";Минск;ул. М.Танка, 34;+375 29 623-37-08|+375 29 508-71-65|+375 17 226-72-93;;kotya.06@mail.ru;
636;Консультативный кабинет по неврологии ООО МЕТИЛИК;Минск;ул. Матусевича, 78 (вход со двора);+375 29 750-40-23;;;
639;7-я городская стоматологическая поликлиника;Минск;ул. Притыцкого, 46;"""Регистратура терапия"" +375 17 363-92-86|""Детское отделение"" +375 17 253-92-84|""Ортопедия"" +375 17 253-83-57|""Горячая линия"" +375 17 256-29-19|""Факс"" +375 17 253-89-79";http://7gsp.by/;lpu7stp@tut.by;
640;"Стоматологический кабинет ""РомДент""";Минск;ул. Дрозда, 7;+375 17 200-96-98;;romdent@tut.by;
653;"Стоматология ЧУП ""Развецкий И.В.""";Минск;ул. Лобанка, 58 (ЖЭС № 115);+375 17 369-42-16|+375 29 327-77-32|+375 29 397-77-19;;angelao@tut.by;
654;Стоматологический салон ИП Бушмакин Сергей Георгиевич;Минск;ул. Берута, 11;"""тел./факс"" +375 17 252-71-73|+375 29 155-54-73|+375 29 770-50-22";;sergbush13@gmail.com;
664;"Стоматология ЧУП ""Малыхина Л.В.""";Минск;ул. Казинца, 93;+375 17 398-46-91|+375 44 798-61-44;;;
665;"Стоматология ""ОЛИКАНТ""";Минск;ул. Игнатенко, 2, 1 этаж (вход со двора);+375 17 203-94-99;;;
666;"ЧУП ""ЭстетЛАБ""";Минск;ул. Притыцкого, 87;+375 29 339-49-60|+375 29 616-79-17|+375 29 261-15-64;;;
670;Наркология: лечение алкогольной и никотиновой зависимости;Гродно;ул. Академическая, 14;+375 29 289-31-39;;;
672;Общество с дополнительной ответственностью «Наркотер»;Гродно;пр. Космонавтов, 2/1;|375 152 75-20-16;;;
673;"Частный медицинский гинекологический центр ""Клиника женского здоровья""";Гродно;ул. Кленовая, 37;+375 152 75-86-78;;med_clinic@mail.ru;
674;Стоматология «Тамед»;Гродно;Славинского, 5;+375 33 623-41-99;;;
675;Стоматологический кабинет ИП Стрелюк В.Л.;Гродно;ул. Поповича, 5- 710;+375 29 780-09-00;;;
676;Женская консультация Городской поликлиники №4 г.Гродно;Гродно;бульвар Ленинского Комсомола, 59;+375 152 43-45-53|+375 152 48-59-02;;;
683;"Стоматология ""СтомСтар""";Гомель;ул. Победы, 20а;+375 232 77-45-68;;;
688;Стоматология ДЕНТАВИР;Могилев;ул. Пионерская 43;+375 222 22-55-80;;;
689;Могилевский областной госпиталь инвалидов Отечественной войны;Могилев;ул. Н. Карабановская, 90;+375 222 27-70-37;;;
690;Косметология МИРИТАЛЬ;Могилев;ул. Крупской, 180;+375 222 24-41-76|+375 29 626-81-69;;;
724;1-я городская детская клиническая стоматологическая поликлиника;Минск;Сморговский тракт, д. 10;"""Справка"" +375 17 233-15-69";;gordetpol@mail.belpak.by;
